cluster_id,size,sample_size,topic,summary,keywords,raw,error
98,43,40,Political Candidates and Campaign Issues,"The claims discuss various political candidates, their platforms, endorsements, legislative records, stances on climate change, healthcare, and workers’ rights, as well as allegations of extremism and corruption. Additional themes include campaign finance, party dynamics, constituent engagement, and contrasts between progressive and conservative agendas.","[""candidates"", ""campaign platforms"", ""climate change"", ""healthcare"", ""endorsements"", ""party politics""]","{
  ""topic"": ""Political Candidates and Campaign Issues"",
  ""summary"": ""The claims discuss various political candidates, their platforms, endorsements, legislative records, stances on climate change, healthcare, and workers’ rights, as well as allegations of extremism and corruption. Additional themes include campaign finance, party dynamics, constituent engagement, and contrasts between progressive and conservative agendas."",
  ""keywords"": [
    ""candidates"",
    ""campaign platforms"",
    ""climate change"",
    ""healthcare"",
    ""endorsements"",
    ""party politics""
  ]
}",
99,125,40,Voter Engagement and Election Participation,"The claims urge voter participation through voter registration, voting by mail, and other civic actions, emphasizing the importance of every vote in critical elections and promoting policies for progressive change. They also discuss legal and legislative barriers to voter access while encouraging community-driven outreach and support for fair voting processes.","[""voter registration"", ""election participation"", ""absentee ballots"", ""community outreach"", ""voting rights"", ""progressive change""]","{
  ""topic"": ""Voter Engagement and Election Participation"",
  ""summary"": ""The claims urge voter participation through voter registration, voting by mail, and other civic actions, emphasizing the importance of every vote in critical elections and promoting policies for progressive change. They also discuss legal and legislative barriers to voter access while encouraging community-driven outreach and support for fair voting processes."",
  ""keywords"": [
    ""voter registration"",
    ""election participation"",
    ""absentee ballots"",
    ""community outreach"",
    ""voting rights"",
    ""progressive change""
  ]
}",
100,35,35,Education and Environmental Advocacy Endorsements,"This cluster highlights school board and local political candidates emphasizing endorsements from environmental organizations such as the Sierra Club and League of Conservation Voters, along with a focus on community service, fiscal responsibility, transparency, educational quality, and sustainability initiatives. The claims underscore the connection between strong public education, environmentally responsible policies, and broad-based community engagement.","[""school board"", ""Sierra Club"", ""environmental endorsements"", ""fiscal responsibility"", ""community advocacy"", ""sustainable policies""]","{
  ""topic"": ""Education and Environmental Advocacy Endorsements"",
  ""summary"": ""This cluster highlights school board and local political candidates emphasizing endorsements from environmental organizations such as the Sierra Club and League of Conservation Voters, along with a focus on community service, fiscal responsibility, transparency, educational quality, and sustainability initiatives. The claims underscore the connection between strong public education, environmentally responsible policies, and broad-based community engagement."",
  ""keywords"": [""school board"", ""Sierra Club"", ""environmental endorsements"", ""fiscal responsibility"", ""community advocacy"", ""sustainable policies""]
}",
101,48,40,community-driven aid and humanitarian relief,"This cluster highlights the impact of grassroots donations and volunteerism in providing essential support—such as food, shelter, medical care, education, and emergency response—to communities in crisis, especially in areas impacted by war, poverty, or disaster. Emphasis is placed on the vital role of collective action, local partnerships, and sustained generosity in fostering long-term resilience and systemic change.","[""donations"", ""volunteering"", ""humanitarian aid"", ""emergency response"", ""grassroots support"", ""community resilience""]","{
  ""topic"": ""community-driven aid and humanitarian relief"",
  ""summary"": ""This cluster highlights the impact of grassroots donations and volunteerism in providing essential support—such as food, shelter, medical care, education, and emergency response—to communities in crisis, especially in areas impacted by war, poverty, or disaster. Emphasis is placed on the vital role of collective action, local partnerships, and sustained generosity in fostering long-term resilience and systemic change."",
  ""keywords"": [
    ""donations"",
    ""volunteering"",
    ""humanitarian aid"",
    ""emergency response"",
    ""grassroots support"",
    ""community resilience""
  ]
}",
102,92,40,Donation Matching and Incentives,"The claims promote charitable giving by emphasizing donation matching (e.g., doubling, tripling, or quadrupling gifts), limited-time multipliers, and additional incentives such as gift cards or recognition. These strategies increase perceived donor impact and often tie contributions to specific projects or challenges.","[""donation matching"", ""gift multipliers"", ""charity incentives"", ""limited-time offers"", ""recognition"", ""fundraising campaigns""]","{
  ""topic"": ""Donation Matching and Incentives"",
  ""summary"": ""The claims promote charitable giving by emphasizing donation matching (e.g., doubling, tripling, or quadrupling gifts), limited-time multipliers, and additional incentives such as gift cards or recognition. These strategies increase perceived donor impact and often tie contributions to specific projects or challenges."",
  ""keywords"": [""donation matching"", ""gift multipliers"", ""charity incentives"", ""limited-time offers"", ""recognition"", ""fundraising campaigns""]
}",
103,49,40,Community Events and Engagement,"This cluster features a diverse array of community-oriented events ranging from clean energy celebrations and educational expos to family-friendly festivals, workshops, and rallies. The common thread is fostering community connection, education, sustainability, empowerment, and celebration through inclusive activities and resources.","[""community events"", ""clean energy"", ""festivals"", ""workshops"", ""sustainability"", ""education""]","{
  ""topic"": ""Community Events and Engagement"",
  ""summary"": ""This cluster features a diverse array of community-oriented events ranging from clean energy celebrations and educational expos to family-friendly festivals, workshops, and rallies. The common thread is fostering community connection, education, sustainability, empowerment, and celebration through inclusive activities and resources."",
  ""keywords"": [""community events"", ""clean energy"", ""festivals"", ""workshops"", ""sustainability"", ""education""]
}",
104,62,40,Community Engagement and Local Action,"This cluster revolves around individuals and organizations driving positive change through civic engagement, grassroots activism, and partnerships across local communities. Claimants highlight efforts to listen, mobilize, and address issues ranging from public policy to community health, education, and quality of life, emphasizing collective action and leadership to achieve measurable improvements.","[""civic engagement"", ""grassroots activism"", ""community leadership"", ""local initiatives"", ""collective action"", ""policy change""]","{
  ""topic"": ""Community Engagement and Local Action"",
  ""summary"": ""This cluster revolves around individuals and organizations driving positive change through civic engagement, grassroots activism, and partnerships across local communities. Claimants highlight efforts to listen, mobilize, and address issues ranging from public policy to community health, education, and quality of life, emphasizing collective action and leadership to achieve measurable improvements."",
  ""keywords"": [""civic engagement"", ""grassroots activism"", ""community leadership"", ""local initiatives"", ""collective action"", ""policy change""]
}",
105,150,40,Local Leadership and Endorsements,"The cluster highlights local leaders and candidates recognized for their dedication to community progress, public safety, sustainability, and effective governance. Many claims focus on endorsements, proven track records, and commitments to affordable housing, climate action, and creating thriving, inclusive communities.","[""endorsements"", ""community leadership"", ""public safety"", ""sustainability"", ""affordable housing"", ""inclusive growth""]","{
  ""topic"": ""Local Leadership and Endorsements"",
  ""summary"": ""The cluster highlights local leaders and candidates recognized for their dedication to community progress, public safety, sustainability, and effective governance. Many claims focus on endorsements, proven track records, and commitments to affordable housing, climate action, and creating thriving, inclusive communities."",
  ""keywords"": [
    ""endorsements"",
    ""community leadership"",
    ""public safety"",
    ""sustainability"",
    ""affordable housing"",
    ""inclusive growth""
  ]
}",
106,97,40,Community Leadership and Public Service,"Claims in this cluster emphasize candidates' backgrounds in community involvement, public service, and leadership across various levels of local government. They highlight values such as integrity, transparency, fiscal responsibility, sustainable development, collaboration, and dedication to improving public amenities and services for all residents.","[""public service"", ""community leadership"", ""fiscal responsibility"", ""transparency"", ""sustainable development"", ""integrity""]","{
  ""topic"": ""Community Leadership and Public Service"",
  ""summary"": ""Claims in this cluster emphasize candidates' backgrounds in community involvement, public service, and leadership across various levels of local government. They highlight values such as integrity, transparency, fiscal responsibility, sustainable development, collaboration, and dedication to improving public amenities and services for all residents."",
  ""keywords"": [""public service"", ""community leadership"", ""fiscal responsibility"", ""transparency"", ""sustainable development"", ""integrity""]
}",
107,24,24,Societal Progress and Challenges,"The claims focus on societal and economic challenges, the urgency of addressing them, and optimistic strategies for inclusive growth and opportunity. Emphasis is placed on infrastructure, job creation, climate solutions, mental health concerns, and ensuring no one is left behind in future advancements.","[""economic development"", ""social challenges"", ""inclusive opportunity"", ""future growth"", ""mental health"", ""climate solutions""]","{
  ""topic"": ""Societal Progress and Challenges"",
  ""summary"": ""The claims focus on societal and economic challenges, the urgency of addressing them, and optimistic strategies for inclusive growth and opportunity. Emphasis is placed on infrastructure, job creation, climate solutions, mental health concerns, and ensuring no one is left behind in future advancements."",
  ""keywords"": [""economic development"", ""social challenges"", ""inclusive opportunity"", ""future growth"", ""mental health"", ""climate solutions""]
}",
108,32,32,innovation and challenges in community and global development,"This cluster examines the key players, risks, and solutions in large-scale development projects, emphasizing sustainable growth, equity, and resilience across communities. The claims highlight actionable ideas, policy guidance, environmental concerns, and the need for evidence-based and inclusive approaches to overcome complex social, economic, and environmental challenges worldwide.","[""sustainable growth"", ""community development"", ""equity"", ""innovation"", ""global challenges"", ""resilience""]","{
  ""topic"": ""innovation and challenges in community and global development"",
  ""summary"": ""This cluster examines the key players, risks, and solutions in large-scale development projects, emphasizing sustainable growth, equity, and resilience across communities. The claims highlight actionable ideas, policy guidance, environmental concerns, and the need for evidence-based and inclusive approaches to overcome complex social, economic, and environmental challenges worldwide."",
  ""keywords"": [""sustainable growth"", ""community development"", ""equity"", ""innovation"", ""global challenges"", ""resilience""]
}",
109,113,40,"Inspiration, Action, and Community Engagement","This cluster emphasizes inspiring stories, creative solutions, and collective action to drive social change and hope. It highlights the importance of reflection, sharing impactful content, building community, and sustaining movements through creativity, recognition, and collaboration.","[""storytelling"", ""community action"", ""hope"", ""creativity"", ""inspiration"", ""collaboration""]","{
  ""topic"": ""Inspiration, Action, and Community Engagement"",
  ""summary"": ""This cluster emphasizes inspiring stories, creative solutions, and collective action to drive social change and hope. It highlights the importance of reflection, sharing impactful content, building community, and sustaining movements through creativity, recognition, and collaboration."",
  ""keywords"": [""storytelling"", ""community action"", ""hope"", ""creativity"", ""inspiration"", ""collaboration""]
}",
110,30,30,Women and Youth Empowerment for Sustainable Development,"This cluster centers on initiatives and advocacy efforts aimed at empowering women and young people through education, leadership development, economic opportunities, and social support. Programs highlighted address gender equality, sustainability, health, violence prevention, and community resilience, all in alignment with global development goals.","[""women's empowerment"", ""education"", ""gender equality"", ""youth leadership"", ""sustainable development"", ""community resilience""]","{
  ""topic"": ""Women and Youth Empowerment for Sustainable Development"",
  ""summary"": ""This cluster centers on initiatives and advocacy efforts aimed at empowering women and young people through education, leadership development, economic opportunities, and social support. Programs highlighted address gender equality, sustainability, health, violence prevention, and community resilience, all in alignment with global development goals."",
  ""keywords"": [
    ""women's empowerment"",
    ""education"",
    ""gender equality"",
    ""youth leadership"",
    ""sustainable development"",
    ""community resilience""
  ]
}",
111,80,40,"Education, Community, and Workforce Development Initiatives","The claims emphasize the importance of educational programs, hands-on training, and collaborative community efforts to empower children, youth, professionals, and underrepresented groups. They highlight partnerships, funding, mentorship, and inclusive leadership as key drivers for building a resilient workforce, promoting sustainability, and fostering positive change.","[""education"", ""community collaboration"", ""workforce development"", ""youth empowerment"", ""partnerships"", ""funding support""]","{
  ""topic"": ""Education, Community, and Workforce Development Initiatives"",
  ""summary"": ""The claims emphasize the importance of educational programs, hands-on training, and collaborative community efforts to empower children, youth, professionals, and underrepresented groups. They highlight partnerships, funding, mentorship, and inclusive leadership as key drivers for building a resilient workforce, promoting sustainability, and fostering positive change."",
  ""keywords"": [""education"", ""community collaboration"", ""workforce development"", ""youth empowerment"", ""partnerships"", ""funding support""]
}",
