cid,text,stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
1649195558991290,"There's a lot at stake this election—including the future of our planet. In Maine, registering to vote online is easy, so make sure your voice is heard and register today!",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516031675726890,"Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.",Neutral,,,,"discover, open, top, still, priority","kamala, kamala harris, harris, fracking, fighter, abolishing, ban fracking, vote harris, patsy, liberal",,44.0,27_kamala_kamala harris_harris_fracking,"**""Pro-climate candidate""**",Energy cost alarm,119193192945.0,NC House Republicans,2024-10-21,2024-10-21,2024-11-06,North Carolina House Republican Caucus,"Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.,Higher taxes. Open borders. Endorsed by radicals. Evonne Hopkins is just plain alarming.","Vote NO on Evonne Hopkins,Vote NO on Evonne Hopkins,Vote NO on Evonne Hopkins,Vote NO on Evonne Hopkins",nchouserepublicans.com,"Election Day- Nov. 5th,Election Day- Nov. 5th,Election Day- Nov. 5th,Election Day- Nov. 5th","lower_bound: 100000, upper_bound: 124999","lower_bound: 3000, upper_bound: 3499",USD,"{""age"":""35-44"",""gender"":""female"",""percentage"":0.174306},{""age"":""35-44"",""gender"":""male"",""percentage"":0.150195},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002132},{""age"":""45-54"",""gender"":""female"",""percentage"":0.143851},{""age"":""45-54"",""gender"":""male"",""percentage"":0.125527},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001472},{""age"":""55-64"",""gender"":""female"",""percentage"":0.12238},{""age"":""55-64"",""gender"":""male"",""percentage"":0.094158},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001421},{""age"":""65+"",""gender"":""female"",""percentage"":0.115984},{""age"":""65+"",""gender"":""male"",""percentage"":0.067408},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001167}","{""region"":""North Carolina"",""percentage"":1}","facebook,instagram","lower_bound: 10001, upper_bound: 50000",en
bafyreiexty5gaveh5vvuufl4pklr2s6t2seiwx62ua4ik2lkbraggjddwi,So.....all this Greenland talk is reminding me how the ice shelf/sheets are collapsing there because of climate change and how it's contributing to sea level rise. And that will eventually trigger coastal flooding.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreigx7wyk6hjrvosz5tprotnm3gxyox4px5nc46p44dapk767e2vzji,"YouTube is full of man babies moaning about climate change, immigrants and plandemics. Finally reported one after being pestered to watch the stupid rambling twat.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220168579013688,"Interested in kickstarting your nuclear advocacy journey but not sure where to start? We are creating an online space for just that.  

See for yourself ➡️ @nuclearmatters",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522380424666205,"We are proud to receive the Top Score award for the fourth consecutive year from the Sustainable Furnishings Council and National Wildlife Federation!  
 
Minted Space’s mission is to improve access to and affordability of elevated, eco-friendly products.  We scout sustainably-sourced, responsibly made products for our online store and eco-luxe interior design projects.
 
The Wood Furniture Scorecard is an important initiative in the furniture industry.  It encourages transparency and accountability for how wood products are sourced.  Responsible forest management is integral to combatting our planet’s growing climate change. We salute all companies and organizations that participated in this year’s Scorecard!
 
To learn more about the 2024 Wood Furniture Scorecard visit @_sfcouncil 

To browse our collections, visit us online (link in bio).  mintedspace.com

#sustainablebrand #mintedspace #sfc #nwf #responsiblesourcing #ecofriendlybrand",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreifihqy444ybcb22hp5otknf3hhn3uiwf6wzzjis6oba67dedtnrnm,"Today, January 16 from 12-1pm EST!!!

Join Acadia Center and Clean Air Task Force for part 2 of our webinar series on our report, ""The Energy is About to Shift!"" Register and obtain the Zoom link here: lnkd.in/e5Y9aQHP.

In this webinar, Acadia Center and Clean Air Task Force will discuss the...",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599195049106258,"State Representative Jenn Hill voted for the EXTREME GREEN NEW DEAL RAISING YOUR ENERGY BILL $2,700 PER YEAR. Rep. Jenn Hill is WRONG FOR THE U.P. Vote against Rep. Jenn Hill on November 5th.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430415718346029,"State Representative Mark Tisdel is fighting to repeal the Extreme Green New Deal and save YOU $2,700 per year on your energy bill. Call Rep. Mark Tisdel and thank him for fighting for Michigan families!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259829645463416,"If you think the federal government should be more worried about citizens being able to pay their electric bills than subsidizing green energy wind farms, it’s time to vote for leaders who share your values. The General Election is November 5th. Make your plan to vote.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860697879262978,"Did you know working remotely, or teleworking, is considered a clean commute? Working from home just once a week can help reduce traffic and air pollution. It can also boost your productivity at work and support a better work-life balance.

Check out our blog to learn more about the benefits of teleworking: https://gacommuteoptions.com/about-us/media-center/in-the-atl-flexwork-is-stronger-than-ever/,Did you know working remotely, or teleworking, is considered a clean commute? Working from home just once a week can help reduce traffic and air pollution. It can also boost your productivity at work and support a better work-life balance.

Check out our blog to learn more about the benefits of teleworking: https://gacommuteoptions.com/about-us/media-center/in-the-atl-flexwork-is-stronger-than-ever/,Did you know working remotely, or teleworking, is considered a clean commute? Working from home just once a week can help reduce traffic and air pollution. It can also boost your productivity at work and support a better work-life balance.

Check out our blog to learn more about the benefits of teleworking: https://gacommuteoptions.com/about-us/media-center/in-the-atl-flexwork-is-stronger-than-ever/",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585617018773264,"🌍 Live by the Triple R: Reduce, Reuse, Recycle! ♻️
LinkMisr is on a mission to slash our carbon footprint by 40% by 2030🌿
We generate solar power, expand green spaces, and launch a comprehensive recycling program for paper, plastics, glass, metal, and organic waste🌞♻️Join the mission for a sustainable future! 💚

Know more about LinkMisr and its environmental policy: https://www.linkmisr.com/service/environment/

#LinkMisr #LinkMisr_International #StorageSolutions #sustainability #reducereuserecycle #CarbonFootprint #solarpower #SustainableFuture #EnvironmentFirst",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167764197865615,"The impact of Detroit politics on American politics, focusing on the upcoming August primary election featuring a Hollywood star. Hill Harper, who gained insights into community leadership and the Black power base in Detroit while studying at Harvard Law, has decided to run for office. Inspired by legends like Congressman Conyers, Congresswoman Carolyn Cheeks Kilpatrick, and Congressman Charles Diggs, Harper learned about their significant contributions to the city from two classmates. Now, as he raises his son, Harper has chosen to move to Detroit and aims to empower Michigan if elected. We delve into his vision for Detroit and why he believes it's crucial to advocate for the city.",Neutral,,,,"city, resident, council, housing, community",,,5.0,-1_action_environmental_public_green,"**""Local civic engagement""**",Local civic engagement,1532204373696989.0,Detroit is Different,2024-07-29,2024-07-29,2024-08-01,"DETROIT IS DIFFERENT, INC.","The impact of Detroit politics on American politics, focusing on the upcoming August primary election featuring a Hollywood star. Hill Harper, who gained insights into community leadership and the Black power base in Detroit while studying at Harvard Law, has decided to run for office. Inspired by legends like Congressman Conyers, Congresswoman Carolyn Cheeks Kilpatrick, and Congressman Charles Diggs, Harper learned about their significant contributions to the city from two classmates. Now, as he raises his son, Harper has chosen to move to Detroit and aims to empower Michigan if elected. We delve into his vision for Detroit and why he believes it's crucial to advocate for the city.",Black Love for Detroit brought Hill Harper here from Hollywood,,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001799},{""age"":""65+"",""gender"":""female"",""percentage"":0.369305},{""age"":""25-34"",""gender"":""female"",""percentage"":0.019784},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001799},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.003597},{""age"":""18-24"",""gender"":""female"",""percentage"":0.03717},{""age"":""35-44"",""gender"":""female"",""percentage"":0.015588},{""age"":""18-24"",""gender"":""male"",""percentage"":0.019784},{""age"":""35-44"",""gender"":""male"",""percentage"":0.014388},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.0006},{""age"":""45-54"",""gender"":""male"",""percentage"":0.020983},{""age"":""55-64"",""gender"":""female"",""percentage"":0.070144},{""age"":""65+"",""gender"":""male"",""percentage"":0.310552},{""age"":""45-54"",""gender"":""female"",""percentage"":0.014388},{""age"":""55-64"",""gender"":""male"",""percentage"":0.080935},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.0006},{""age"":""25-34"",""gender"":""male"",""percentage"":0.018585}","{""region"":""Montana"",""percentage"":0.000591},{""region"":""Washington"",""percentage"":0.033097},{""region"":""Oklahoma"",""percentage"":0.01773},{""region"":""Oregon"",""percentage"":0.021868},{""region"":""Pennsylvania"",""percentage"":0.036643},{""region"":""South Carolina"",""percentage"":0.018913},{""region"":""South Dakota"",""percentage"":0.009456},{""region"":""Tennessee"",""percentage"":0.030733},{""region"":""Texas"",""percentage"":0.073286},{""region"":""Utah"",""percentage"":0.006501},{""region"":""Vermont"",""percentage"":0.004137},{""region"":""Virginia"",""percentage"":0.021868},{""region"":""Wisconsin"",""percentage"":0.01773},{""region"":""North Carolina"",""percentage"":0.042553},{""region"":""Connecticut"",""percentage"":0.007092},{""region"":""Delaware"",""percentage"":0.003546},{""region"":""Illinois"",""percentage"":0.023641},{""region"":""Massachusetts"",""percentage"":0.011229},{""region"":""Nebraska"",""percentage"":0.004137},{""region"":""Nevada"",""percentage"":0.007683},{""region"":""New Hampshire"",""percentage"":0.001182},{""region"":""New Mexico"",""percentage"":0.004728},{""region"":""North Dakota"",""percentage"":0.002955},{""region"":""West Virginia"",""percentage"":0.007092},{""region"":""Ohio"",""percentage"":0.036643},{""region"":""New York"",""percentage"":0.045508},{""region"":""Rhode Island"",""percentage"":0.001773},{""region"":""Idaho"",""percentage"":0.004137},{""region"":""Washington, District of Columbia"",""percentage"":0.000591},{""region"":""Alabama"",""percentage"":0.021868},{""region"":""Alaska"",""percentage"":0.004137},{""region"":""Arizona"",""percentage"":0.020095},{""region"":""Arkansas"",""percentage"":0.020095},{""region"":""California"",""percentage"":0.071513},{""region"":""Colorado"",""percentage"":0.013593},{""region"":""Florida"",""percentage"":0.055556},{""region"":""Georgia"",""percentage"":0.039007},{""region"":""Hawaii"",""percentage"":0.003546},{""region"":""Indiana"",""percentage"":0.026005},{""region"":""New Jersey"",""percentage"":0.012411},{""region"":""Iowa"",""percentage"":0.019504},{""region"":""Kansas"",""percentage"":0.014775},{""region"":""Kentucky"",""percentage"":0.023641},{""region"":""Louisiana"",""percentage"":0.014775},{""region"":""Maine"",""percentage"":0.015366},{""region"":""Maryland"",""percentage"":0.017139},{""region"":""Michigan"",""percentage"":0.046099},{""region"":""Minnesota"",""percentage"":0.019504},{""region"":""Mississippi"",""percentage"":0.013002},{""region"":""Missouri"",""percentage"":0.029551},{""region"":""Wyoming"",""percentage"":0.001773}","facebook,instagram",lower_bound: 1000001,en
bafyreibww6at5325i2fapgho4ypqmxqontdgsrua3iszjanvppcoircdue,And you believe that to be …. Climate change?  Ever think there is something bigger going on?  Ever hear of P Diddy?  His client list holds many interesting things. His home is evidence. Many high ranking rich people who’s reputation is far more precious,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024776361316293,"Michigan has passed a new law on renewable energy projects, and the next step is determining how it will be applied in our local communities. Join us to learn what this means for you and to ensure we protect local landowners' rights as it gets put into action.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreigovxpxxfjyy4enoiy6ut2rxbksqjuhkvgjciwmiuh774dojdam4a,"Protesters brought the Vuelta to its knees and could change cycling forever

https://www.newsbeep.com/uk/140994/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719078080608187,What provides 49% of New Jersey's electricity and heats 70% of homes? Natural gas. Learn about the energy infrastructure that powers the Garden State.,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiaksyiqcijaigzk7gyfkakgscrumqg76yknsb2t44edyubbkvurua,"If you read this you will find gems such as: “However, it is an article of faith in MAGA circles that climate change is a ""hoax"" invented by the ""libs"" to deny gender-affirming care to cis men, in the form of oversized gas-guzzling trucks.”",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612941536233469,Three candidates running for Carroll County Commissioner will lower your taxes by reducing the use of solar power at the county complex. #nh #nhpolitics #solarenergy,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491939140678827,"🍀 Davis-area 4-H alums: Our friends at @[100064813625917:2048:California 4-H] are hosting a Happy Hour to (re)connect with old and new friends. Find more information on their page, and RSVP here: bit.ly/4halumandfriends-davis  
 
Flyer @[100064813625917:2048:California 4-H]:",Neutral,,,,"day, book, end, art, enjoy","na team, edpr na, edpr, na, ffa, flyer, team, white county, randolph county, randolph",,43.0,44_na team_edpr na_edpr_na,"**""Agriculture policy updates""**",Agriculture policy updates,150894471429766.0,California Clean Energy by EDPR NA,2025-02-05,2025-02-05,2025-02-10,EDPR NA,"🍀 Davis-area 4-H alums: Our friends at @[100064813625917:2048:California 4-H] are hosting a Happy Hour to (re)connect with old and new friends. Find more information on their page, and RSVP here: bit.ly/4halumandfriends-davis  
 
Flyer @[100064813625917:2048:California 4-H]:",,,,"lower_bound: 4000, upper_bound: 4999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.053814},{""age"":""18-24"",""gender"":""male"",""percentage"":0.10678},{""age"":""25-34"",""gender"":""female"",""percentage"":0.133051},{""age"":""25-34"",""gender"":""male"",""percentage"":0.122034},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000424},{""age"":""35-44"",""gender"":""female"",""percentage"":0.1},{""age"":""35-44"",""gender"":""male"",""percentage"":0.091525},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001695},{""age"":""45-54"",""gender"":""female"",""percentage"":0.080085},{""age"":""45-54"",""gender"":""male"",""percentage"":0.080508},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001271},{""age"":""55-64"",""gender"":""female"",""percentage"":0.121186},{""age"":""55-64"",""gender"":""male"",""percentage"":0.106356},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001271}","{""region"":""Baja California"",""percentage"":0.002481},{""region"":""California"",""percentage"":0.997519}",facebook,lower_bound: 1000001,en
bafyreib3g26vym5cvuzklvsvjcfskkqizsbwbrk5mzp4r2zmb7foqlgwuu,"While I don't agree with subsidizing green energy, we will respect Congress' will and make sure this program uses federal resources efficiently,"" Transportation Secretary Sean Duffy wrote in a statement posted on the department's website. I love nuclear and fossil fuel subsidies....",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235024824363592,"See how YOU can play a part in the next generation of clean energy and explore a career in nuclear energy.  

Learn more about University Of Michigan’s Nuclear Engineering & Radiation Sciences.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461208688571115,"Companies are drawn to Texas because of the state's affordable, abundant energy supply. Our elected officials need to support all kinds of energy.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24015659344775906,"🚨 Alaskans deserve a voice! Instead, BOEM has cut the public out of Lease Sale 258’s review—no hearings, no comment period, no chance for communities or tribes to weigh in on new oil drilling in our own back yard. 

This isn’t just a procedural shortcut. It’s a dangerous precedent that silences Alaskans and threatens Cook Inlet | Tikahtnu. 🌊🐟

Learn more on our blog:

#cookinlet  #Alaska #publicparticipation #CommunityVoices #climatejustice",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626178080214694,"OUT NOW! How can research, education, and mentorship shape a healthier future for Wisconsin’s youth? As part of this month's theme, Health Research That Allows People to RISE (Thrive), join Tonya Mathison, Wisconsin Partnership Program (WPP) Administrative Director, and Will Green, Executive Director of Mentoring Positives, Inc., as they discuss how WPP at the UW School of Medicine and Public Health advances health through community partnerships. Learn how Mentoring Positives is using a WPP grant to empower youth through mentorship, athletics, and social entrepreneurship.",Neutral,,,,"community, hear, training, youth, town",,,33.0,-1_action_environmental_public_green,"**""Climate education advocacy""**",Local civic engagement,470407850162206.0,Badger Talks,2025-03-18,2025-03-18,2025-03-25,UW Badger Talks,"OUT NOW! How can research, education, and mentorship shape a healthier future for Wisconsin’s youth? As part of this month's theme, Health Research That Allows People to RISE (Thrive), join Tonya Mathison, Wisconsin Partnership Program (WPP) Administrative Director, and Will Green, Executive Director of Mentoring Positives, Inc., as they discuss how WPP at the UW School of Medicine and Public Health advances health through community partnerships. Learn how Mentoring Positives is using a WPP grant to empower youth through mentorship, athletics, and social entrepreneurship.",The Positive Path Through Madison's Darbo Neighborhood,,,"lower_bound: 6000, upper_bound: 6999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001198},{""age"":""45-54"",""gender"":""male"",""percentage"":0.070701},{""age"":""65+"",""gender"":""male"",""percentage"":0.174655},{""age"":""65+"",""gender"":""female"",""percentage"":0.269623},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002996},{""age"":""55-64"",""gender"":""male"",""percentage"":0.130318},{""age"":""55-64"",""gender"":""female"",""percentage"":0.138107},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001498},{""age"":""45-54"",""gender"":""female"",""percentage"":0.058119},{""age"":""18-24"",""gender"":""male"",""percentage"":0.000899},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002696},{""age"":""35-44"",""gender"":""male"",""percentage"":0.062912},{""age"":""35-44"",""gender"":""female"",""percentage"":0.053026},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000899},{""age"":""25-34"",""gender"":""male"",""percentage"":0.013182},{""age"":""25-34"",""gender"":""female"",""percentage"":0.014979},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.004194}","{""region"":""Wisconsin"",""percentage"":1}",facebook,lower_bound: 1000001,en
478826091907633,"What’s that rotten egg scent that residents in Brazoria like Debra keep smelling? That’s the Chevron-Sweeney plant. And it doesn’t just make for a bad smell. Residents of Brazoria have faced lasting health problems and our river we fish in has been polluted, impacting it for generations to come. Add your name to say Brazoria residents deserve more.,What’s that rotten egg scent that residents in Brazoria like Debra keep smelling? That’s the Chevron-Sweeney plant. And it doesn’t just make for a bad smell. Residents of Brazoria have faced lasting health problems and our river we fish in has been polluted, impacting it for generations to come. Add your name to say Brazoria residents deserve more.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223373639407391,"74 Oklahoma legislators signed our letter to Oklahoma congressional members backing natural gas, supporting taxpayers and denouncing tax credits for weather-dependent energy sources. We'd like to send a special THANK YOU to Senate Energy Committee Chair Grant Green and House Energy and Natural Resources Oversight Committee Chair Brad Boles. These two continue to stand with Oklahoma's oil and gas industry — thank you for leading by example and joining The Petroleum Alliance in calling for an end to federal subsidies for renewable energy. 🤝",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiek25gq6pannnyvlampnhgfaqzqtzmwjoi3dpwtvzs32bhepamwoa,Telegraph headline: woke ticks working to counter climate change by reducing the consumption of red meat,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080257463550791,Ohio’s energy industry follows strict guidelines with rigorous inspections. These are the values the natural gas and oil industry will bring to Ohio state lands and beyond.,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357319832020590,"🌱 Building a better, greener future starts with us! From clean energy jobs to resilient infrastructure, we’re making sustainability work for EVERYONE. Let’s lead the way to a thriving, eco-friendly Queens🌍💪 #GreenQueens #SustainableFuture #UnionStrong #ClimateAction #CleanEnergy #ResilientCommunities #EcoFriendlyEconomy #QueensForward",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreifip3eyjqfxsvsbkwvma33r5xgd2jkx4zupmxxio7sbu7jxlp534i,"declining fertility rate is a good thing anywhere. There are 6 billion too many people. The ecology cannot sustain it. We're about to enter a period of much difficulty in agriculture due to climate change. Famine will come to places where it's never  been before. 

And--we don't deserve this planet.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651917114557951,?? NEW YORK POLL DROP ?? Recent reports indicate Governor Kathy Hochul is reconsidering new natural gas infrastructure alongside NY’s offshore wind construction. Our survey finds this is a winning issue – with 66% support of New Yorkers and 74% of state Democrats. Our new Empire State poll also finds nearly 6 in 10 in NY voters oppose the state’s current posture that blocks new natural gas pipelines from Pennsylvania to support regional reliability and lower cost. Learn more key poll findings below and here: https://bit.ly/3TeYuel,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841201298157253,"Thank you to the team at @[100063725011659:2048:Coastal Virginia Magazine] for highlighting the opening of The Pru & Louis Ryan Resilience Lab! Interested in learning more? Join us for a tour of this remarkable new facility and an eye-opening exploration of how sea level rise will affect us all. Learn more, and book now: https://brnw.ch/21wMqML",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290252547764855,"We cannot afford Martin Heinrich and Gabe Vasquez. They are making every one of us poorer. They will destroy the New Mexico economy and eliminate every job in Southeastern New Mexico: the hub of American energy. For the sake of New Mexico and our future, please get out and vote for Yvette Herrell and Nella Domenici.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233038383806659,ACT NOW: Energy investments are critical to providing good-paying jobs in NC and contributing to America’s energy dominance. Do you agree? Send your letter now:,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreifciqhxj7x6cvyd7743tnc3i34xplnyqooeveux7vhrvttkt4uqhi,"1/ Let’s walk through the timeline of how Dr. Mark Geier—now discredited and stripped of his licenses—lost the right to practice medicine across the U.S.
Why? Dangerous autism “treatments” based on junk science.
Thread:",Neutral,Science under attack,Independent investigative journalism,89.0,"green, deal, new, matter, vote",,-1_clean energy_social_green_bsky social,,,,,,,,,,,,,,,,,,,,,,
1789186728667368,"At COSP18: Advancing a Legacy of Empowerment
Dr. Madan Kundu, drawing on decades of global experience in rehabilitation, reflects on how the UAE is shaping the future of inclusive employment—turning principles of empowerment into sustainable opportunities for People of Determination, inspired by the enduring legacy of pioneers like Helen Keller.",Neutral,,,,"future, sustainable, together, let, build",,,9.0,-1_action_environmental_public_green,"**""Pro-childcare candidates""**",Pro-recycling advocacy,382082028558054.0,مؤسسة زايد العليا لأصحاب الهمم,2025-06-25,2025-06-25,2025-07-01,,"At COSP18: Advancing a Legacy of Empowerment
Dr. Madan Kundu, drawing on decades of global experience in rehabilitation, reflects on how the UAE is shaping the future of inclusive employment—turning principles of empowerment into sustainable opportunities for People of Determination, inspired by the enduring legacy of pioneers like Helen Keller.",,www.instagram.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",AED,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.019108},{""age"":""18-24"",""gender"":""male"",""percentage"":0.012739},{""age"":""25-34"",""gender"":""female"",""percentage"":0.057325},{""age"":""25-34"",""gender"":""male"",""percentage"":0.146497},{""age"":""35-44"",""gender"":""female"",""percentage"":0.133758},{""age"":""35-44"",""gender"":""male"",""percentage"":0.165605},{""age"":""45-54"",""gender"":""female"",""percentage"":0.082803},{""age"":""45-54"",""gender"":""male"",""percentage"":0.171975},{""age"":""55-64"",""gender"":""female"",""percentage"":0.063694},{""age"":""55-64"",""gender"":""male"",""percentage"":0.044586},{""age"":""65+"",""gender"":""female"",""percentage"":0.031847},{""age"":""65+"",""gender"":""male"",""percentage"":0.070064}","{""region"":""California"",""percentage"":0.018868},{""region"":""Illinois"",""percentage"":0.044025},{""region"":""New York"",""percentage"":0.320755},{""region"":""Virginia"",""percentage"":0.037736},{""region"":""Washington, District of Columbia"",""percentage"":0.578616}",facebook,"lower_bound: 10001, upper_bound: 50000",en
1713249116101657,"Roger Bostwick, president, Kansas State Grange, says, ""Sustainable aviation fuel is a breakthrough innovation that turns crops such as corn and soybeans into a low-carbon alternative to traditional jet fuels. Its use in aircraft not only helps reduce life cycle emissions by as much as 80%, but also creates new markets for our farmers.""",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951532953650014,"A cleaner, greener, NYC Ferry! ⛴️

NYCEDC Executive Vice President of Ferry Operations James Wong shares our new sustainability measures aimed at reducing our environmental impact and creating cleaner waterways for the New York City!",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreihdkovlug5kvrjp5fy6xvlziuqju5cxndmgphaehj4w47jmserhau,"To build or not to build: that’s the question facing Canadian politicians, oil and gas experts and industry leaders when it comes to domestic pipelines, as U.S. President Donald Trump continues to tout plans for American energy independence. globalnews.ca/news/1097512...",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861490675917966,"Because we know you can't get enough politics... join us for a fun (we promise) night of election-themed trivia at The Petroleum Alliance HQ! Alliance members — you're encouraged to bring non-members to this event! Invite your coworkers, friends and neighbors who are part of the oil and natural gas industry. For every non-member who attends, the Alliance member who invited them will receive one raffle ticket for a special prize drawing. And if THAT doesn't sell you, there will be free pizza and drinks. ?? ?? Register for this FREE event by contacting Annie Parks at annie@okpetro.com.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
